Key;Year;HS92-4;HS92-4 Short Label;HS92-2;HS92-2 Short Label;HS92 Section;WB-CapitalType;BEC4-3;BEC4-3 Label;PCI;RCA;Export (Real Value USD);Import  (Real Value USD);Norm PCI;Norm RCA;Share Export;Share Export Sector;Global Export HS92 Sector;Ro Export HS92 Sector;Ro Import HS92 Sector;Weight Export per Sector;Weight Import per Sector; PCI Export per Sector; PCI Import per Sector;Norm PCI per Sector;RCA Export per Sector;RCA Export;Norm RCA Export per Sector
1962 Chemicals;1962;2905 HS92;Acyclic alcohols;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;-0,198941304;0,7493097;517.376;1.279.893;45,0935972228298;7,52536783924549;0,00006646 %;0,00078798 %;65658269729;21926738;180713744;0;0,0070824;0;-0,0014090;1;0;0,000340548055477828;0
1962 Chemicals;1962;2906 HS92;Cyclic alcohols;29 HS92;Organic chemicals;Chemicals;Intermediate goods;220;Processed, Mainly for industry;-0,198941304;0,7493097;517.376;1.279.893;45,0935972228298;7,52536783924549;0,00006646 %;0,00078798 %;65658269729;21926738;180713744;0;0,0070824;0;-0,0014090;1;0;0,000340548055477828;0
1962 Chemicals;1962;2907 HS92;Phenols, phenol-alcohols;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;-0,198941304;0,7493097;517.376;1.279.893;45,0935972228298;7,52536783924549;0,00006646 %;0,00078798 %;65658269729;21926738;180713744;0;0,0070824;0;-0,0014090;1;0;0,000340548055477828;0
1962 Chemicals;1962;2909 HS92;Ethers;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,940924972;;0;86.739;69,4357210798672;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0004800;;0,0004516;;;;
1962 Chemicals;1962;2912 HS92;Aldehydes;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,271524537;;0;1.171.874;55,1405106312297;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0064847;;0,0017608;;;;
1962 Chemicals;1962;2915 HS92;Saturated acyclic monocarboxylic acids;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,35484785031579;1,2151732;725.480;570.652;56,9199004207314;12,204066380554;0,00009319 %;0,00110493 %;65658269729;21926738;180713744;0;0,0031578;0;0,0011205;2;0;0,000774416144831571;0
1962 Chemicals;1962;2917 HS92;Polycarboxylic acids;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,35484785031579;1,2151732;725.480;570.652;56,9199004207314;12,204066380554;0,00009319 %;0,00110493 %;65658269729;21926738;180713744;0;0,0031578;0;0,0011205;2;0;0,000774416144831571;0
1962 Chemicals;1962;2918 HS92;Carboxylic acids with additional oxygen function;29 HS92;Organic chemicals;Chemicals;Intermediate goods;220;Processed, Mainly for industry;0,35484785031579;1,2151732;725.480;570.652;56,9199004207314;12,204066380554;0,00009319 %;0,00110493 %;65658269729;21926738;180713744;0;0,0031578;0;0,0011205;2;0;0,000774416144831571;0
1962 Chemicals;1962;2920 HS92;Esters of other inorganic acids of nonmetals;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,644807928;;0;48.062;63,1120689875162;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0002660;;0,0001715;;;;
1962 Chemicals;1962;2921 HS92;Amine-function compounds;29 HS92;Organic chemicals;Chemicals;Intermediate goods;220;Processed, Mainly for industry;0,528193432;0,046436705;25.721;359.211;60,6217378276899;0,466366959306053;0,00000330 %;0,00003917 %;65658269729;21926738;180713744;0;0,0019877;0;0,0010499;0;0;0,000001049204191059;0
1962 Chemicals;1962;2922 HS92;Oxygen-function amino-compounds;29 HS92;Organic chemicals;Chemicals;Intermediate goods;220;Processed, Mainly for industry;0,528193432;0,046436705;25.721;359.211;60,6217378276899;0,466366959306053;0,00000330 %;0,00003917 %;65658269729;21926738;180713744;0;0,0019877;0;0,0010499;0;0;0,000001049204191059;0
1962 Chemicals;1962;2924 HS92;Carboxyamide-function compounds;29 HS92;Organic chemicals;Chemicals;Intermediate goods;220;Processed, Mainly for industry;0,528193432;0,046436705;25.721;359.211;60,6217378276899;0,466366959306053;0,00000330 %;0,00003917 %;65658269729;21926738;180713744;0;0,0019877;0;0,0010499;0;0;0,000001049204191059;0
1962 Chemicals;1962;2929 HS92;Isocyanates;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,528193432;0,046436705;25.721;359.211;60,6217378276899;0,466366959306053;0,00000330 %;0,00003917 %;65658269729;21926738;180713744;0;0,0019877;0;0,0010499;0;0;0,000001049204191059;0
1962 Chemicals;1962;2930 HS92;Organo-sulfur compounds;29 HS92;Organic chemicals;Chemicals;Intermediate goods;220;Processed, Mainly for industry;0,307226966;0,633616;268.004;644.928;55,9029447579457;6,36344820950719;0,00003443 %;0,00040818 %;65658269729;21926738;180713744;0;0,0035688;0;0,0010964;1;0;0,000149168864139663;0
1962 Chemicals;1962;2931 HS92;Other organo-inorganic compounds;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,307226966;0,633616;268.004;644.928;55,9029447579457;6,36344820950719;0,00003443 %;0,00040818 %;65658269729;21926738;180713744;0;0,0035688;0;0,0010964;1;0;0,000149168864139663;0
1962 Chemicals;1962;2934 HS92;Nucleic acids and their salts;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,307226966;0,633616;268.004;644.928;55,9029447579457;6,36344820950719;0,00003443 %;0,00040818 %;65658269729;21926738;180713744;0;0,0035688;0;0,0010964;1;0;0,000149168864139663;0
1962 Chemicals;1962;2935 HS92;Sulfonamides;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,307226966;0,633616;268.004;644.928;55,9029447579457;6,36344820950719;0,00003443 %;0,00040818 %;65658269729;21926738;180713744;0;0,0035688;0;0,0010964;1;0;0,000149168864139663;0
1962 Chemicals;1962;2936 HS92;Vitamins;29 HS92;Organic chemicals;Chemicals;Intermediate goods;220;Processed, Mainly for industry;0,440314668;;0;738.084;58,7450652716791;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0040843;;0,0017984;;;;
1962 Chemicals;1962;2937 HS92;Hormones;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,289790637;;0;558.504;55,5305876761839;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0030905;;0,0008956;;;;
1962 Chemicals;1962;2938 HS92;Glycosides;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,50555285;0,006491506;26.665;1.430.352;60,1382426468574;0,0651946324472634;0,00000343 %;0,00004061 %;65658269729;21926738;180713744;0;0,0079150;0;0,0040015;0;0;0,000000152053990473284;0
1962 Chemicals;1962;2939 HS92;Vegetable alkaloids;29 HS92;Organic chemicals;Chemicals;Intermediate goods;220;Processed, Mainly for industry;0,338196756;;0;226.180;56,5643122182165;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0012516;;0,0004233;;;;
1962 Chemicals;1962;2941 HS92;Antibiotics;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,566139128;;0;1.035.598;61,4320774713144;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0057306;;0,0032443;;;;
1962 Chemicals;1962;3004 HS92;Medicaments, packaged;30 HS92;Pharmaceutical products;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,500080739;0,013638968;78.429;6.759.161;60,0213843745091;0,136977075230307;0,00001007 %;0,00011945 %;65658269729;21926738;180713744;0;0,0374026;0;0,0187043;0;0;0,000000939656147445519;0
1962 Chemicals;1962;3006 HS92;Pharmaceutical goods;30 HS92;Pharmaceutical products;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;-0,119056722;0,03269578;17.405;188.052;46,7995520617917;0,328365923050304;0,00000224 %;0,00002651 %;65658269729;21926738;180713744;0;0,0010406;0;-0,0001239;0;0;0,000000499892362353758;0
1962 Chemicals;1962;3101 HS92;Animal or vegetable fertilizers;31 HS92;Fertilisers;Chemicals;Raw materials: Industrial;210;Primary, Mainly for industry;-1,140543454;;0;0;24,9854523974691;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0000000;;;;;;
1962 Chemicals;1962;3102 HS92;Nitrogenous fertilizers;31 HS92;Fertilisers;Chemicals;Raw materials: Industrial;210;Primary, Mainly for industry;-0,909585989;0,003072954;25.721;359.211;29,9176057009829;0,0308618842156732;0,00000330 %;0,00003917 %;65658269729;21926738;180713744;0;0,0019877;0;-0,0018080;0;0;0,0000000694312013682174;0
1962 Chemicals;1962;3103 HS92;Phosphatic fertilizers;31 HS92;Fertilisers;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;-0,497686209;;0;0;38,713826514385;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0000000;;;;;;
1962 Chemicals;1962;3104 HS92;Potassic fertilizers;31 HS92;Fertilisers;Chemicals;Raw materials: Industrial;210;Primary, Mainly for industry;-0,066967946;;0;31.749;47,9119206471691;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0001757;;-0,0000118;;;;
1962 Chemicals;1962;3105 HS92;Mixed fertilizers;31 HS92;Fertilisers;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,024151115;;0;0;49,8577905402432;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0000000;;;;;;
1962 Chemicals;1962;3201 HS92;Vegetable tanning extracts;32 HS92;Dyes, paints, inks, etc.;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;-1,664890319;;0;1.822.559;13,7878965081331;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0100853;;-0,0167910;;;;
1962 Chemicals;1962;3202 HS92;Synthetic tanning substances;32 HS92;Dyes, paints, inks, etc.;Chemicals;Intermediate goods;220;Processed, Mainly for industry;1,319095418;;0;122.770;77,5116436941468;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0006794;;0,0008961;;;;
1962 Chemicals;1962;3204 HS92;Synthetic organic coloring matter;32 HS92;Dyes, paints, inks, etc.;Chemicals;Intermediate goods;220;Processed, Mainly for industry;0,427329858;0,9050583;2.825.365;21.907.288;58,4677714698226;9,08956153038216;0,00036292 %;0,00430314 %;65658269729;21926738;180713744;0;0,1212265;0;0,0518037;8;0;0,00224626964199827;1
1962 Chemicals;1962;3206 HS92;Other coloring matter;32 HS92;Dyes, paints, inks, etc.;Chemicals;Intermediate goods;220;Processed, Mainly for industry;0,193099828;;0;1.066.416;53,4657317381922;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0059011;;0,0011395;;;;
1962 Chemicals;1962;3207 HS92;Prepared pigments;32 HS92;Dyes, paints, inks, etc.;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,387442574;;0;2.510.767;57,6159687383162;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0138936;;0,0053830;;;;
1962 Chemicals;1962;3208 HS92;Paints and varnishes, nonaqueous;32 HS92;Dyes, paints, inks, etc.;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,387442574;;0;2.510.767;57,6159687383162;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0138936;;0,0053830;;;;
1962 Chemicals;1962;3215 HS92;Ink;32 HS92;Dyes, paints, inks, etc.;Chemicals;Intermediate goods;220;Processed, Mainly for industry;0,956058144;;0;241.796;69,7588936790835;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0013380;;0,0012792;;;;
1962 Chemicals;1962;3301 HS92;Essential oils;33 HS92;Essential oils;Chemicals;Intermediate goods;220;Processed, Mainly for industry;-1,626024084;0,041805852;58.155;1.368.779;14,6178944878494;0,419858990392166;0,00000747 %;0,00008857 %;65658269729;21926738;180713744;0;0,0075743;0;-0,0123160;0;0;0,00000213567375208458;0
1962 Chemicals;1962;3302 HS92;Mixtures of odoriferous subtances;33 HS92;Essential oils;Chemicals;Intermediate goods;220;Processed, Mainly for industry;0,764498188;;0;286.625;65,668083841842;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0015861;;0,0012125;;;;
1962 Chemicals;1962;3303 HS92;Perfumes;33 HS92;Essential oils;Chemicals;Intermediate goods;220;Processed, Mainly for industry;-0,002548901;;0;583.910;49,2876051508328;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0032311;;-0,0000082;;;;
1962 Chemicals;1962;3401 HS92;Soap;34 HS92;Soaps, waxes, and paints;Chemicals;Consumer goods;630;Non-durable consumer goods;-0,270269625;;0;22.421;43,5703634358023;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0001241;;-0,0000335;;;;
1962 Chemicals;1962;3402 HS92;Cleaning products;34 HS92;Soaps, waxes, and paints;Chemicals;Intermediate goods;220;Processed, Mainly for industry;0,941829872;;0;1.124.084;69,4550454412788;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0062202;;0,0058584;;;;
1962 Chemicals;1962;3405 HS92;Polishes and creams;34 HS92;Soaps, waxes, and paints;Chemicals;Consumer goods;630;Non-durable consumer goods;0,325464217;;0;0;56,2924057254302;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0000000;;;;;;
1962 Chemicals;1962;3501 HS92;Casein;35 HS92;"Albuminoidals; modified starches; glues; enzymes";Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;-0,758412131;;0;1.035.006;33,1459605114222;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0057273;;-0,0043437;;;;
1962 Chemicals;1962;3602 HS92;Prepared explosives, except gunpowder;36 HS92;Explosives;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,060639774;0,02836596;11.692;0;50,6370148014189;0,284881248852543;0,00000150 %;0,00001781 %;65658269729;21926738;180713744;0;0,0000000;0;;0;0;0,000000291337952779792;0
1962 Chemicals;1962;3603 HS92;Detonators;36 HS92;Explosives;Chemicals;Intermediate goods;220;Processed, Mainly for industry;0,342091446;;0;0;56,6474842782738;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0000000;;;;;;
1962 Chemicals;1962;3604 HS92;Fireworks;36 HS92;Explosives;Chemicals;Intermediate goods;220;Processed, Mainly for industry;0,156157022;;0;0;52,6768090564596;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0000000;;;;;;
1962 Chemicals;1962;3605 HS92;Matches;36 HS92;Explosives;Chemicals;Intermediate goods;322;Processed, Industrial supplies, n.e.s.;0,21126196;0,18535115;549.200;2.470.257;53,85358852101;1,86149409673619;0,00007054 %;0,00083645 %;65658269729;21926738;180713744;0;0,0136694;0;0,0028878;1;0;0,0000894203951715576;0
1962 Chemicals;1962;3702 HS92;Photographic film in rolls;37 HS92;Photographic or cinematographic goods;Chemicals;Intermediate goods;322;Processed, Industrial supplies, n.e.s.;0,747989229;;0;2.204.819;65,3155309738521;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0122006;;0,0091259;;;;
1962 Chemicals;1962;3706 HS92;Motion-picture film;37 HS92;Photographic or cinematographic goods;Chemicals;Intermediate goods;220;Processed, Mainly for industry;-0,889779371;0,21784878;133.000;720.087;30,3405808856132;2,18786998597625;0,00001708 %;0,00020256 %;65658269729;21926738;180713744;0;0,0039847;0;-0,0035455;0;0;0,0000254517438863891;0
1962 Chemicals;1962;3707 HS92;Chemical preparations for photographic uses;37 HS92;Photographic or cinematographic goods;Chemicals;Intermediate goods;220;Processed, Mainly for industry;1,044941712;;0;56.224;71,6570240709255;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0003111;;0,0003251;;;;
1962 Chemicals;1962;3803 HS92;Tall oil;38 HS92;Miscellaneous chemical products;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;-0,684269011;;0;899.773;34,729305021377;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0049790;;-0,0034070;;;;
1962 Chemicals;1962;3806 HS92;Rosin and resin acids;38 HS92;Miscellaneous chemical products;Chemicals;Raw materials: Industrial;210;Primary, Mainly for industry;0,269608732;;0;73.425;55,0995981456357;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0004063;;0,0001095;;;;
1962 Chemicals;1962;3808 HS92;Insecticides, rodenticides, fungicides, etc.;38 HS92;Miscellaneous chemical products;Chemicals;Consumer goods;630;Non-durable consumer goods;0,203626377;0,040303648;105.847;8.954.935;53,6905287735465;0,404772254334184;0,00001360 %;0,00016121 %;65658269729;21926738;180713744;0;0,0495531;0;0,0100903;0;0;0,0000037474313174256;0
1962 Chemicals;1962;3811 HS92;Anti-knock;38 HS92;Miscellaneous chemical products;Chemicals;Intermediate goods;220;Processed, Mainly for industry;1,212025992;;0;1.069.204;75,2251498449386;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0059166;;0,0071710;;;;
1962 Chemicals;1962;3823 HS92;Industrial monocarboxylic fatty acids;38 HS92;Miscellaneous chemical products;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;-0,021520171;0,10803528;578.277;3.966.804;48,8824690275975;1,08500560130996;0,00007428 %;0,00088074 %;65658269729;21926738;180713744;0;0,0219508;0;-0,0004724;1;0;0,0000548797712485305;0
1962 Chemicals;1962;3824 HS92;Chemical preparations, n.e.s. (not elsewhere specified);38 HS92;Miscellaneous chemical products;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;1,212025992;;0;1.069.204;75,2251498449386;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0059166;;0,0071710;;;;
1962 Chemicals;1962;3901 HS92;Polymers of ethylene;39 HS92;Plastics;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;1,193715846;;0;1.271.631;74,8341321868528;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0070367;;0,0083998;;;;
1962 Chemicals;1962;3902 HS92;Polymers of propylene;39 HS92;Plastics;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;1,193715846;;0;635.816;74,8341321868528;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0035184;;0,0041999;;;;
1962 Chemicals;1962;3903 HS92;Polymers of styrene;39 HS92;Plastics;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;1,193715846;;0;635.816;74,8341321868528;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0035184;;0,0041999;;;;
1962 Chemicals;1962;3904 HS92;Polymers of vinyl chloride;39 HS92;Plastics;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;1,193715846;;0;1.271.631;74,8341321868528;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0070367;;0,0083998;;;;
1962 Chemicals;1962;3905 HS92;Polymers of vinyl acetate;39 HS92;Plastics;Chemicals;Raw materials: Industrial;210;Primary, Mainly for industry;1,193715846;;0;635.816;74,8341321868528;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0035184;;0,0041999;;;;
1962 Chemicals;1962;3906 HS92;Acrylic polymers;39 HS92;Plastics;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;1,193715846;;0;635.816;74,8341321868528;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0035184;;0,0041999;;;;
1962 Chemicals;1962;3907 HS92;Polyacetals;39 HS92;Plastics;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,981037488;;0;1.784.097;70,292333695968;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0098725;;0,0096853;;;;
1962 Chemicals;1962;3908 HS92;Polyamides;39 HS92;Plastics;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,981037488;;0;446.024;70,292333695968;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0024681;;0,0024213;;;;
1962 Chemicals;1962;3909 HS92;Amino-resins;39 HS92;Plastics;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,981037488;;0;892.048;70,292333695968;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0049362;;0,0048426;;;;
1962 Chemicals;1962;3910 HS92;Silicones in primary forms;39 HS92;Plastics;Chemicals;Raw materials: Industrial;210;Primary, Mainly for industry;0,981037488;;0;446.024;70,292333695968;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0024681;;0,0024213;;;;
1962 Chemicals;1962;3912 HS92;Cellulose n.e.c.;39 HS92;Plastics;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,987858342;;0;2.190.802;70,4379947058379;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0121231;;0,0119759;;;;
1962 Chemicals;1962;3914 HS92;Ion-exchangers based on polymers;39 HS92;Plastics;Chemicals;Intermediate goods;220;Processed, Mainly for industry;1,087376667;;0;1.081.840;72,5632329414104;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0059865;;0,0065096;;;;
1962 Chemicals;1962;3916 HS92;Monofilament;39 HS92;Plastics;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0,269608732;;0;73.425;55,0995981456357;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0004063;;0,0001095;;;;
1962 Chemicals;1962;3920 HS92;Other plates of plastics, noncellular and not reinforced;39 HS92;Plastics;Chemicals;Raw materials: Industrial;210;Primary, Mainly for industry;0,987858342;;0;730.267;70,4379947058379;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0040410;;0,0039920;;;;
1962 Chemicals;1962;3922 HS92;Baths, sinks etc.;39 HS92;Plastics;Chemicals;Intermediate goods;220;Processed, Mainly for industry;0,809573237;;0;1.147.590;66,6306725671356;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0063503;;0,0051410;;;;
1962 Chemicals;1962;3923 HS92;Packing lids;39 HS92;Plastics;Chemicals;Intermediate goods;220;Processed, Mainly for industry;0,809573237;;0;1.147.590;66,6306725671356;;0,00000000 %;0,00000000 %;65658269729;21926738;180713744;;0,0063503;;0,0051410;;;;
